BTag,Day,Mass.G,mass.mg,logmass.mg,Fvfm,Rcolor,MR,logMR,Colony,Fragment,Phenotype,Treatment,Temperature,Tank,Tile,DaysAlive,Censored,Bacteria
O6719,Day8,NA,NA,NA,NA,NA,NA,NA,A20,8,Apo,Control,Ambient (19C),Tray,95,22,N,EC
O6968,Day0,0.255,255,5.54126355,NA,0.59595,NA,NA,A22,1,Apo,Control,Ambient (19C),Tray,95,22,N,SW
O6968,Day1,NA,NA,NA,NA,NA,NA,NA,A22,1,Apo,Control,Ambient (19C),Tray,95,22,N,SW
O6968,Day15,NA,NA,NA,NA,NA,NA,NA,A22,1,Apo,Control,Ambient (19C),Tray,95,22,N,SW
O6968,Day22,0.229,229,5.433722,0.082,0.58851,0.00435,-5.4375794,A22,1,Apo,Control,Ambient (19C),Tray,95,22,N,SW
O6968,Day8,NA,NA,NA,NA,NA,NA,NA,A22,1,Apo,Control,Ambient (19C),Tray,95,22,N,SW
O70,Day0,0.173,173,5.15329159,NA,0.36013,NA,NA,S14,7,Sym,Control,Ambient (19C),Tray,71,22,N,SW
O70,Day1,NA,NA,NA,NA,NA,NA,NA,S14,7,Sym,Control,Ambient (19C),Tray,71,22,N,SW
O70,Day15,NA,NA,NA,NA,NA,NA,NA,S14,7,Sym,Control,Ambient (19C),Tray,71,22,N,SW
O70,Day22,0.166,166,5.11198779,0.418,0.36095,0.05524,-2.896068,S14,7,Sym,Control,Ambient (19C),Tray,71,22,N,SW
O70,Day8,NA,NA,NA,NA,NA,NA,NA,S14,7,Sym,Control,Ambient (19C),Tray,71,22,N,SW
O7096,Day0,0.186,186,5.22574667,NA,0.34998,NA,NA,A21,1,Apo,NDF,Elevated (30C),G2,96,18,N,EC
O7096,Day1,NA,NA,NA,0.404,0.40455,NA,NA,A21,1,Apo,NDF,Elevated (30C),G2,96,18,N,EC
O7096,Day15,0.171,171,5.14166356,0.046,NA,0.02253,-3.7929075,A21,1,Apo,NDF,Elevated (30C),G2,96,18,N,EC
O7096,Day22,NA,NA,NA,NA,NA,NA,NA,A21,1,Apo,NDF,Elevated (30C),G2,96,18,N,EC
O7096,Day8,0.172,172,5.14749448,0.191,NA,NA,NA,A21,1,Apo,NDF,Elevated (30C),G2,96,18,N,EC
O71,Day0,0.095,95,4.55387689,NA,0.40767,NA,NA,S14,15,Sym,Control,Ambient (19C),Tray,71,22,N,EC
O71,Day1,NA,NA,NA,NA,NA,NA,NA,S14,15,Sym,Control,Ambient (19C),Tray,71,22,N,EC
O71,Day15,NA,NA,NA,NA,NA,NA,NA,S14,15,Sym,Control,Ambient (19C),Tray,71,22,N,EC
O71,Day22,0.091,91,4.51085951,0.439,0.33375,0.0163,-4.1165902,S14,15,Sym,Control,Ambient (19C),Tray,71,22,N,EC
O71,Day8,NA,NA,NA,NA,NA,NA,NA,S14,15,Sym,Control,Ambient (19C),Tray,71,22,N,EC
O72,Day0,0.164,164,5.09986643,NA,0.32839,NA,NA,S15,6,Sym,Control,Ambient (19C),Tray,71,22,N,NA
O72,Day1,NA,NA,NA,NA,NA,NA,NA,S15,6,Sym,Control,Ambient (19C),Tray,71,22,N,NA
O72,Day15,NA,NA,NA,NA,NA,NA,NA,S15,6,Sym,Control,Ambient (19C),Tray,71,22,N,NA
O72,Day22,0.252,252,5.52942909,0.31,0.37567,NA,NA,S15,6,Sym,Control,Ambient (19C),Tray,71,22,N,NA
O72,Day8,NA,NA,NA,NA,NA,NA,NA,S15,6,Sym,Control,Ambient (19C),Tray,71,22,N,NA
O73,Day0,0.077,77,4.34380542,NA,0.29478,NA,NA,S14,16,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O73,Day1,NA,NA,NA,NA,NA,NA,NA,S14,16,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O73,Day15,NA,NA,NA,NA,NA,NA,NA,S14,16,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O73,Day22,0.069,69,4.2341065,0.442,0.36982,NA,NA,S14,16,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O73,Day8,NA,NA,NA,NA,NA,NA,NA,S14,16,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O7398,Day0,0.13,130,4.86753445,NA,0.46669,NA,NA,A24,2,Apo,NDF,Elevated (30C),G2,96,22,N,EC
O7398,Day1,NA,NA,NA,0.32,0.4631,NA,NA,A24,2,Apo,NDF,Elevated (30C),G2,96,22,N,EC
O7398,Day15,0.115,115,4.74493213,0.083,NA,0.00458,-5.3860563,A24,2,Apo,NDF,Elevated (30C),G2,96,22,N,EC
O7398,Day22,0.106,106,4.66343909,0.131,0.57386,0.00075,-7.1954374,A24,2,Apo,NDF,Elevated (30C),G2,96,22,N,EC
O7398,Day8,0.116,116,4.75359019,0.131,NA,NA,NA,A24,2,Apo,NDF,Elevated (30C),G2,96,22,N,EC
O74,Day0,0.13,130,4.86753445,NA,0.43811,NA,NA,S15,7,Sym,Control,Ambient (19C),Tray,72,22,N,EC
O74,Day1,NA,NA,NA,NA,NA,NA,NA,S15,7,Sym,Control,Ambient (19C),Tray,72,22,N,EC
O74,Day15,NA,NA,NA,NA,NA,NA,NA,S15,7,Sym,Control,Ambient (19C),Tray,72,22,N,EC
O74,Day22,0.13,130,4.86753445,0.422,0.43021,0.00962,-4.643911,S15,7,Sym,Control,Ambient (19C),Tray,72,22,N,EC
O74,Day8,NA,NA,NA,NA,NA,NA,NA,S15,7,Sym,Control,Ambient (19C),Tray,72,22,N,EC
O75,Day0,0.223,223,5.40717177,NA,0.27783,NA,NA,S30,7,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O75,Day1,NA,NA,NA,NA,NA,NA,NA,S30,7,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O75,Day15,NA,NA,NA,NA,NA,NA,NA,S30,7,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O75,Day22,0.2,200,5.29831737,0.401,0.41323,NA,NA,S30,7,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O75,Day8,NA,NA,NA,NA,NA,NA,NA,S30,7,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O76,Day0,0.08,80,4.38202663,NA,0.52408,NA,NA,M1,9,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O76,Day1,NA,NA,NA,NA,NA,NA,NA,M1,9,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O76,Day15,NA,NA,NA,NA,NA,NA,NA,M1,9,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O76,Day22,0.074,74,4.30406509,0.5,0.38111,NA,NA,M1,9,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O76,Day8,NA,NA,NA,NA,NA,NA,NA,M1,9,Sym,Control,Ambient (19C),Tray,72,22,N,NA
O7681,Day0,0.303,303,5.71373281,NA,0.40094,NA,NA,A20,1,Apo,NDF,Elevated (30C),G2,96,19,N,SW
O7681,Day1,NA,NA,NA,0.171,0.52955,NA,NA,A20,1,Apo,NDF,Elevated (30C),G2,96,19,N,SW
O7681,Day15,0.228,228,5.42934563,0.076,NA,0.00398,-5.5264735,A20,1,Apo,NDF,Elevated (30C),G2,96,19,N,SW
O7681,Day22,NA,NA,NA,NA,NA,NA,NA,A20,1,Apo,NDF,Elevated (30C),G2,96,19,N,SW
O7681,Day8,0.279,279,5.63121178,0.286,NA,0.00569,-5.169045,A20,1,Apo,NDF,Elevated (30C),G2,96,19,N,SW
O77,Day0,0.161,161,5.08140436,NA,0.20291,NA,NA,A14,2,Apo,Control,Ambient (19C),Tray,73,22,N,NA
O77,Day1,NA,NA,NA,NA,NA,NA,NA,A14,2,Apo,Control,Ambient (19C),Tray,73,22,N,NA
O77,Day15,NA,NA,NA,NA,NA,NA,NA,A14,2,Apo,Control,Ambient (19C),Tray,73,22,N,NA
O77,Day22,0.143,143,4.96284463,0.123,0.45904,NA,NA,A14,2,Apo,Control,Ambient (19C),Tray,73,22,N,NA
O77,Day8,NA,NA,NA,NA,NA,NA,NA,A14,2,Apo,Control,Ambient (19C),Tray,73,22,N,NA
O78,Day0,0.116,116,4.75359019,NA,0.48835,NA,NA,A15,3,Apo,Control,Ambient (19C),Tray,73,22,N,SW
O78,Day1,NA,NA,NA,NA,NA,NA,NA,A15,3,Apo,Control,Ambient (19C),Tray,73,22,N,SW
O78,Day15,NA,NA,NA,NA,NA,NA,NA,A15,3,Apo,Control,Ambient (19C),Tray,73,22,N,SW
O78,Day22,0.098,98,4.58496748,0.086,0.54455,0.0079,-4.8408925,A15,3,Apo,Control,Ambient (19C),Tray,73,22,N,SW
O78,Day8,NA,NA,NA,NA,NA,NA,NA,A15,3,Apo,Control,Ambient (19C),Tray,73,22,N,SW
O79,Day0,0.461,461,6.13339804,NA,0.43987,NA,NA,A16,1,Apo,Control,Ambient (19C),Tray,73,22,N,EC
O79,Day1,NA,NA,NA,NA,NA,NA,NA,A16,1,Apo,Control,Ambient (19C),Tray,73,22,N,EC
O79,Day15,NA,NA,NA,NA,NA,NA,NA,A16,1,Apo,Control,Ambient (19C),Tray,73,22,N,EC
O79,Day22,0.429,429,6.06145692,0.126,0.54142,0.01075,-4.5328495,A16,1,Apo,Control,Ambient (19C),Tray,73,22,N,EC
O79,Day8,NA,NA,NA,NA,NA,NA,NA,A16,1,Apo,Control,Ambient (19C),Tray,73,22,N,EC
O80,Day0,0.132,132,4.88280192,NA,0.33557,NA,NA,A16,9,Apo,Control,Ambient (19C),Tray,73,22,N,SW
O80,Day1,NA,NA,NA,NA,NA,NA,NA,A16,9,Apo,Control,Ambient (19C),Tray,73,22,N,SW
O80,Day15,NA,NA,NA,NA,NA,NA,NA,A16,9,Apo,Control,Ambient (19C),Tray,73,22,N,SW
O80,Day22,0.156,156,5.04985601,0.2,0.44459,0.00537,-5.2269274,A16,9,Apo,Control,Ambient (19C),Tray,73,22,N,SW
O80,Day8,NA,NA,NA,NA,NA,NA,NA,A16,9,Apo,Control,Ambient (19C),Tray,73,22,N,SW
O82,Day0,0.13,130,4.86753445,NA,0.52164,NA,NA,A16,17,Apo,Control,Ambient (19C),Tray,73,22,N,NA
O82,Day1,NA,NA,NA,NA,NA,NA,NA,A16,17,Apo,Control,Ambient (19C),Tray,73,22,N,NA
O82,Day15,NA,NA,NA,NA,NA,NA,NA,A16,17,Apo,Control,Ambient (19C),Tray,73,22,N,NA
O82,Day22,0.122,122,4.80402104,0.098,0.51351,NA,NA,A16,17,Apo,Control,Ambient (19C),Tray,73,22,N,NA
O82,Day8,NA,NA,NA,NA,NA,NA,NA,A16,17,Apo,Control,Ambient (19C),Tray,73,22,N,NA
O83,Day0,0.163,163,5.0937502,NA,0.22782,NA,NA,A14,3,Apo,Control,Ambient (19C),Tray,74,22,N,EC
O83,Day1,NA,NA,NA,NA,NA,NA,NA,A14,3,Apo,Control,Ambient (19C),Tray,74,22,N,EC
O83,Day15,NA,NA,NA,NA,NA,NA,NA,A14,3,Apo,Control,Ambient (19C),Tray,74,22,N,EC
O83,Day22,0.153,153,5.03043792,0.237,0.34179,0.0085,-4.7676891,A14,3,Apo,Control,Ambient (19C),Tray,74,22,N,EC
O83,Day8,NA,NA,NA,NA,NA,NA,NA,A14,3,Apo,Control,Ambient (19C),Tray,74,22,N,EC
O84,Day0,0.378,378,5.9348942,NA,0.59679,NA,NA,A15,4,Apo,Control,Ambient (19C),Tray,74,22,N,NA
O84,Day1,NA,NA,NA,NA,NA,NA,NA,A15,4,Apo,Control,Ambient (19C),Tray,74,22,N,NA
O84,Day15,NA,NA,NA,NA,NA,NA,NA,A15,4,Apo,Control,Ambient (19C),Tray,74,22,N,NA
O84,Day22,0.356,356,5.87493073,0.064,0.57468,NA,NA,A15,4,Apo,Control,Ambient (19C),Tray,74,22,N,NA
O84,Day8,NA,NA,NA,NA,NA,NA,NA,A15,4,Apo,Control,Ambient (19C),Tray,74,22,N,NA
O85,Day0,0.257,257,5.54907608,NA,0.49511,NA,NA,A16,2,Apo,Control,Ambient (19C),Tray,74,22,N,SW
O85,Day1,NA,NA,NA,NA,NA,NA,NA,A16,2,Apo,Control,Ambient (19C),Tray,74,22,N,SW
O85,Day15,NA,NA,NA,NA,NA,NA,NA,A16,2,Apo,Control,Ambient (19C),Tray,74,22,N,SW
O85,Day22,0.239,239,5.47646355,0.151,0.49813,0.00291,-5.8396022,A16,2,Apo,Control,Ambient (19C),Tray,74,22,N,SW
O85,Day8,NA,NA,NA,NA,NA,NA,NA,A16,2,Apo,Control,Ambient (19C),Tray,74,22,N,SW
O87,Day0,0.114,114,4.73619845,NA,0.49899,NA,NA,A16,10,Apo,Control,Ambient (19C),Tray,74,22,N,SW
O87,Day1,NA,NA,NA,NA,NA,NA,NA,A16,10,Apo,Control,Ambient (19C),Tray,74,22,N,SW
O87,Day15,NA,NA,NA,NA,NA,NA,NA,A16,10,Apo,Control,Ambient (19C),Tray,74,22,N,SW
O87,Day22,0.101,101,4.61512052,0.147,0.54759,0.00342,-5.6781147,A16,10,Apo,Control,Ambient (19C),Tray,74,22,N,SW
O87,Day8,NA,NA,NA,NA,NA,NA,NA,A16,10,Apo,Control,Ambient (19C),Tray,74,22,N,SW
O88,Day0,0.291,291,5.67332327,NA,0.33872,NA,NA,A16,18,Apo,Control,Ambient (19C),Tray,74,22,N,NA
O88,Day1,NA,NA,NA,NA,NA,NA,NA,A16,18,Apo,Control,Ambient (19C),Tray,74,22,N,NA
O88,Day15,NA,NA,NA,NA,NA,NA,NA,A16,18,Apo,Control,Ambient (19C),Tray,74,22,N,NA
O88,Day22,0.279,279,5.63121178,0.16,0.35415,NA,NA,A16,18,Apo,Control,Ambient (19C),Tray,74,22,N,NA
O88,Day8,NA,NA,NA,NA,NA,NA,NA,A16,18,Apo,Control,Ambient (19C),Tray,74,22,N,NA
O89,Day0,0.181,181,5.19849703,NA,0.40183,NA,NA,A14,4,Apo,Control,Ambient (19C),Tray,75,22,N,SW
O89,Day1,NA,NA,NA,NA,NA,NA,NA,A14,4,Apo,Control,Ambient (19C),Tray,75,22,N,SW
O89,Day15,NA,NA,NA,NA,NA,NA,NA,A14,4,Apo,Control,Ambient (19C),Tray,75,22,N,SW
O89,Day22,0.16,160,5.07517382,0.18,0.50364,0.0061,-5.0994665,A14,4,Apo,Control,Ambient (19C),Tray,75,22,N,SW
O89,Day8,NA,NA,NA,NA,NA,NA,NA,A14,4,Apo,Control,Ambient (19C),Tray,75,22,N,SW
O90,Day0,0.106,106,4.66343909,NA,0.68334,NA,NA,A15,5,Apo,Control,Ambient (19C),Tray,75,22,N,NA
O90,Day1,NA,NA,NA,NA,NA,NA,NA,A15,5,Apo,Control,Ambient (19C),Tray,75,22,N,NA
O90,Day15,NA,NA,NA,NA,NA,NA,NA,A15,5,Apo,Control,Ambient (19C),Tray,75,22,N,NA
O90,Day22,NA,NA,NA,NA,NA,NA,NA,A15,5,Apo,Control,Ambient (19C),Tray,75,22,N,NA
O90,Day8,NA,NA,NA,NA,NA,NA,NA,A15,5,Apo,Control,Ambient (19C),Tray,75,22,N,NA
O916,Day0,0.364,364,5.89715387,NA,0.41571,NA,NA,A18,6,Apo,Control,Ambient (19C),Tray,94,22,N,SW
O916,Day1,NA,NA,NA,NA,NA,NA,NA,A18,6,Apo,Control,Ambient (19C),Tray,94,22,N,SW
O916,Day15,NA,NA,NA,NA,NA,NA,NA,A18,6,Apo,Control,Ambient (19C),Tray,94,22,N,SW
O916,Day22,0.311,311,5.73979291,0.069,0.53367,0.0073,-4.9198809,A18,6,Apo,Control,Ambient (19C),Tray,94,22,N,SW
O916,Day8,NA,NA,NA,NA,NA,NA,NA,A18,6,Apo,Control,Ambient (19C),Tray,94,22,N,SW
O9174,Day0,0.234,234,5.45532112,NA,0.62558,NA,NA,A22,2,Apo,NDF,Elevated (30C),G2,96,19,N,SW
O9174,Day1,NA,NA,NA,0.197,0.56002,NA,NA,A22,2,Apo,NDF,Elevated (30C),G2,96,19,N,SW
O9174,Day15,0.198,198,5.28826703,0.089,NA,0.00297,-5.8191933,A22,2,Apo,NDF,Elevated (30C),G2,96,19,N,SW
O9174,Day22,NA,NA,NA,NA,NA,NA,NA,A22,2,Apo,NDF,Elevated (30C),G2,96,19,N,SW
O9174,Day8,0.208,208,5.33753808,0.274,NA,0.00503,-5.2923353,A22,2,Apo,NDF,Elevated (30C),G2,96,19,N,SW
O92,Day0,0.144,144,4.9698133,NA,0.48805,NA,NA,A16,3,Apo,Control,Ambient (19C),Tray,75,22,N,NA
O92,Day1,NA,NA,NA,NA,NA,NA,NA,A16,3,Apo,Control,Ambient (19C),Tray,75,22,N,NA
O92,Day15,NA,NA,NA,NA,NA,NA,NA,A16,3,Apo,Control,Ambient (19C),Tray,75,22,N,NA
O92,Day22,0.126,126,4.83628191,0.124,0.5825,NA,NA,A16,3,Apo,Control,Ambient (19C),Tray,75,22,N,NA
O92,Day8,NA,NA,NA,NA,NA,NA,NA,A16,3,Apo,Control,Ambient (19C),Tray,75,22,N,NA
O93,Day0,0.33,330,5.79909265,NA,0.52762,NA,NA,A16,11,Apo,Control,Ambient (19C),Tray,75,22,N,SW
O93,Day1,NA,NA,NA,NA,NA,NA,NA,A16,11,Apo,Control,Ambient (19C),Tray,75,22,N,SW
O93,Day15,NA,NA,NA,NA,NA,NA,NA,A16,11,Apo,Control,Ambient (19C),Tray,75,22,N,SW
O93,Day22,0.314,314,5.74939299,0.113,0.57688,0.01645,-4.1074298,A16,11,Apo,Control,Ambient (19C),Tray,75,22,N,SW
O93,Day8,NA,NA,NA,NA,NA,NA,NA,A16,11,Apo,Control,Ambient (19C),Tray,75,22,N,SW
O94,Day0,0.248,248,5.51342875,NA,0.47013,NA,NA,A16,19,Apo,Control,Ambient (19C),Tray,75,22,N,EC
O94,Day1,NA,NA,NA,NA,NA,NA,NA,A16,19,Apo,Control,Ambient (19C),Tray,75,22,N,EC
O94,Day15,NA,NA,NA,NA,NA,NA,NA,A16,19,Apo,Control,Ambient (19C),Tray,75,22,N,EC
O94,Day22,0.234,234,5.45532112,0.129,0.40659,0.01822,-4.0052354,A16,19,Apo,Control,Ambient (19C),Tray,75,22,N,EC
O94,Day8,NA,NA,NA,NA,NA,NA,NA,A16,19,Apo,Control,Ambient (19C),Tray,75,22,N,EC
O95,Day0,0.194,194,5.26785816,NA,0.5317,NA,NA,A14,5,Apo,Control,Ambient (19C),Tray,76,22,N,NA
O95,Day1,NA,NA,NA,NA,NA,NA,NA,A14,5,Apo,Control,Ambient (19C),Tray,76,22,N,NA
O95,Day15,NA,NA,NA,NA,NA,NA,NA,A14,5,Apo,Control,Ambient (19C),Tray,76,22,N,NA
O95,Day22,0.177,177,5.17614973,0.155,0.51354,NA,NA,A14,5,Apo,Control,Ambient (19C),Tray,76,22,N,NA
O95,Day8,NA,NA,NA,NA,NA,NA,NA,A14,5,Apo,Control,Ambient (19C),Tray,76,22,N,NA
O9659,Day0,0.217,217,5.37989735,NA,0.56909,NA,NA,A23,3,Apo,Control,Ambient (19C),Tray,94,22,N,EC
O9659,Day1,NA,NA,NA,NA,NA,NA,NA,A23,3,Apo,Control,Ambient (19C),Tray,94,22,N,EC
O9659,Day15,NA,NA,NA,NA,NA,NA,NA,A23,3,Apo,Control,Ambient (19C),Tray,94,22,N,EC
O9659,Day22,0.231,231,5.44241771,0.167,0.57258,0.01099,-4.5107695,A23,3,Apo,Control,Ambient (19C),Tray,94,22,N,EC
O9659,Day8,NA,NA,NA,NA,NA,NA,NA,A23,3,Apo,Control,Ambient (19C),Tray,94,22,N,EC
O97,Day0,0.225,225,5.4161004,NA,0.457,NA,NA,A25,1,Apo,Control,Ambient (19C),Tray,76,22,N,EC
O97,Day1,NA,NA,NA,NA,NA,NA,NA,A25,1,Apo,Control,Ambient (19C),Tray,76,22,N,EC
O97,Day15,NA,NA,NA,NA,NA,NA,NA,A25,1,Apo,Control,Ambient (19C),Tray,76,22,N,EC
O97,Day22,0.224,224,5.41164605,0.125,0.53225,0.02356,-3.7482049,A25,1,Apo,Control,Ambient (19C),Tray,76,22,N,EC
O97,Day8,NA,NA,NA,NA,NA,NA,NA,A25,1,Apo,Control,Ambient (19C),Tray,76,22,N,EC
O98,Day0,0.456,456,6.12249281,NA,0.48746,NA,NA,A16,4,Apo,Control,Ambient (19C),Tray,76,22,N,SW
O98,Day1,NA,NA,NA,NA,NA,NA,NA,A16,4,Apo,Control,Ambient (19C),Tray,76,22,N,SW
O98,Day15,NA,NA,NA,NA,NA,NA,NA,A16,4,Apo,Control,Ambient (19C),Tray,76,22,N,SW
O98,Day22,0.383,383,5.94803499,0.325,0.43094,0.02291,-3.7761818,A16,4,Apo,Control,Ambient (19C),Tray,76,22,N,SW
O98,Day8,NA,NA,NA,NA,NA,NA,NA,A16,4,Apo,Control,Ambient (19C),Tray,76,22,N,SW
O986,Day0,0.306,306,5.7235851,NA,0.45174,NA,NA,A20,7,Apo,Control,Ambient (19C),Tray,94,22,N,EC
O986,Day1,NA,NA,NA,NA,NA,NA,NA,A20,7,Apo,Control,Ambient (19C),Tray,94,22,N,EC
O986,Day15,NA,NA,NA,NA,NA,NA,NA,A20,7,Apo,Control,Ambient (19C),Tray,94,22,N,EC
O986,Day22,0.297,297,5.69373214,0.097,0.65932,0.02424,-3.7197511,A20,7,Apo,Control,Ambient (19C),Tray,94,22,N,EC
O986,Day8,NA,NA,NA,NA,NA,NA,NA,A20,7,Apo,Control,Ambient (19C),Tray,94,22,N,EC
O9975,Day0,0.22,220,5.39362755,NA,0.41698,NA,NA,A19,2,Apo,NDF,Elevated (30C),G2,96,9,N,NA
O9975,Day1,NA,NA,NA,0.374,0.34483,NA,NA,A19,2,Apo,NDF,Elevated (30C),G2,96,9,N,NA
O9975,Day15,NA,NA,NA,NA,NA,NA,NA,A19,2,Apo,NDF,Elevated (30C),G2,96,9,N,NA
O9975,Day22,NA,NA,NA,NA,NA,NA,NA,A19,2,Apo,NDF,Elevated (30C),G2,96,9,N,NA
O9975,Day8,0.16,160,5.07517382,0.267,NA,NA,NA,A19,2,Apo,NDF,Elevated (30C),G2,96,9,N,NA
W1,Day0,0.095,95,4.55387689,NA,0.60067,NA,NA,A4,6,Apo,PLF,Elevated (30C),F2,30,5,N,NA
W1,Day1,NA,NA,NA,0.418,0.5925,NA,NA,A4,6,Apo,PLF,Elevated (30C),F2,30,5,N,NA
W1,Day15,NA,NA,NA,NA,NA,NA,NA,A4,6,Apo,PLF,Elevated (30C),F2,30,5,N,NA
W1,Day22,NA,NA,NA,NA,NA,NA,NA,A4,6,Apo,PLF,Elevated (30C),F2,30,5,N,NA
W1,Day8,NA,NA,NA,NA,NA,NA,NA,A4,6,Apo,PLF,Elevated (30C),F2,30,5,N,NA
W10,Day0,0.087,87,4.46590812,NA,0.43558,NA,NA,A4,8,Apo,NLF,Elevated (30C),H2,32,17,N,EC
W10,Day1,NA,NA,NA,0.263,0.5235,NA,NA,A4,8,Apo,NLF,Elevated (30C),H2,32,17,N,EC
W10,Day15,0.114,114,4.73619845,0.178,NA,0.01157,-4.4593397,A4,8,Apo,NLF,Elevated (30C),H2,32,17,N,EC
W10,Day22,NA,NA,NA,NA,NA,NA,NA,A4,8,Apo,NLF,Elevated (30C),H2,32,17,N,EC
W10,Day8,0.098,98,4.58496748,0.121,NA,0.01228,-4.3997834,A4,8,Apo,NLF,Elevated (30C),H2,32,17,N,EC
W11,Day0,0.079,79,4.36944785,NA,0.5101,NA,NA,A5,4,Apo,NLF,Elevated (30C),H2,32,11,N,SW
W11,Day1,NA,NA,NA,0.438,0.4036,NA,NA,A5,4,Apo,NLF,Elevated (30C),H2,32,11,N,SW
W11,Day15,NA,NA,NA,NA,NA,NA,NA,A5,4,Apo,NLF,Elevated (30C),H2,32,11,N,SW
W11,Day22,NA,NA,NA,NA,NA,NA,NA,A5,4,Apo,NLF,Elevated (30C),H2,32,11,N,SW
W11,Day8,0.071,71,4.26267988,0.327,NA,0.00712,-4.9448476,A5,4,Apo,NLF,Elevated (30C),H2,32,11,N,SW
W12,Day0,0.323,323,5.77765232,NA,0.22095,NA,NA,A25,10,Apo,NLF,Elevated (30C),H2,32,4,N,NA
W12,Day1,NA,NA,NA,0.19,0.31824,NA,NA,A25,10,Apo,NLF,Elevated (30C),H2,32,4,N,NA
W12,Day15,NA,NA,NA,NA,NA,NA,NA,A25,10,Apo,NLF,Elevated (30C),H2,32,4,N,NA
W12,Day22,NA,NA,NA,NA,NA,NA,NA,A25,10,Apo,NLF,Elevated (30C),H2,32,4,N,NA
W12,Day8,NA,NA,NA,NA,NA,NA,NA,A25,10,Apo,NLF,Elevated (30C),H2,32,4,N,NA
W13,Day0,0.134,134,4.8978398,NA,0.30135,NA,NA,A6,1,Apo,NLF,Elevated (30C),H2,32,22,N,EC
W13,Day1,NA,NA,NA,0.109,0.45527,NA,NA,A6,1,Apo,NLF,Elevated (30C),H2,32,22,N,EC
W13,Day15,0.133,133,4.89034913,0.097,NA,0.01032,-4.5736715,A6,1,Apo,NLF,Elevated (30C),H2,32,22,N,EC
W13,Day22,0.125,125,4.82831374,0.472,0.43023,0.01601,-4.1345418,A6,1,Apo,NLF,Elevated (30C),H2,32,22,N,EC
W13,Day8,0.123,123,4.81218436,0.256,NA,0.00887,-4.7250805,A6,1,Apo,NLF,Elevated (30C),H2,32,22,N,EC
W14,Day0,0.211,211,5.35185813,NA,0.36685,NA,NA,A8,1,Apo,NLF,Elevated (30C),H2,32,18,N,SW
W14,Day1,NA,NA,NA,0.188,0.57877,NA,NA,A8,1,Apo,NLF,Elevated (30C),H2,32,18,N,SW
W14,Day15,0.196,196,5.27811466,0.053,NA,0.00287,-5.8534432,A8,1,Apo,NLF,Elevated (30C),H2,32,18,N,SW
W14,Day22,NA,NA,NA,NA,NA,NA,NA,A8,1,Apo,NLF,Elevated (30C),H2,32,18,N,SW
W14,Day8,0.199,199,5.29330482,0.138,NA,0.00449,-5.4059026,A8,1,Apo,NLF,Elevated (30C),H2,32,18,N,SW
W15,Day0,0.125,125,4.82831374,NA,0.43973,NA,NA,S30,11,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W15,Day1,NA,NA,NA,0.289,0.38055,NA,NA,S30,11,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W15,Day15,0.105,105,4.65396035,0.093,NA,0.00311,-5.7731326,S30,11,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W15,Day22,0.106,106,4.66343909,0.081,0.47436,0.00215,-6.1422874,S30,11,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W15,Day8,0.106,106,4.66343909,0.142,NA,0.00428,-5.4538023,S30,11,Sym,PDS,Elevated (30C),A3,33,22,N,SW
W17,Day0,0.071,71,4.26267988,NA,0.27885,NA,NA,S7,9,Sym,PDS,Elevated (30C),A3,33,11,N,EC
W17,Day1,NA,NA,NA,0.331,0.42359,NA,NA,S7,9,Sym,PDS,Elevated (30C),A3,33,11,N,EC
W17,Day15,NA,NA,NA,NA,NA,NA,NA,S7,9,Sym,PDS,Elevated (30C),A3,33,11,N,EC
W17,Day22,NA,NA,NA,NA,NA,NA,NA,S7,9,Sym,PDS,Elevated (30C),A3,33,11,N,EC
W17,Day8,0.062,62,4.12713439,0.236,NA,0.01317,-4.3298138,S7,9,Sym,PDS,Elevated (30C),A3,33,11,N,EC
W2,Day0,0.229,229,5.433722,NA,0.59503,NA,NA,A5,2,Apo,PLF,Elevated (30C),F2,30,22,N,SW
W2,Day1,NA,NA,NA,0.188,0.50164,NA,NA,A5,2,Apo,PLF,Elevated (30C),F2,30,22,N,SW
W2,Day15,0.215,215,5.37063803,0.214,NA,0.00322,-5.7383739,A5,2,Apo,PLF,Elevated (30C),F2,30,22,N,SW
