BTag,Day,Mass.G,mass.mg,logmass.mg,Fvfm,Rcolor,MR,logMR,Colony,Fragment,Phenotype,Treatment,Temperature,Tank,Tile,DaysAlive,Censored,Bacteria
Y49,Day15,0.152,152,5.02388052,0.144,NA,0.00353,-5.6464574,S13,3,Sym,NDF,Elevated (30C),G4,55,19,N,EC
Y49,Day22,NA,NA,NA,NA,NA,NA,NA,S13,3,Sym,NDF,Elevated (30C),G4,55,19,N,EC
Y49,Day8,0.134,134,4.8978398,0.1,NA,NA,NA,S13,3,Sym,NDF,Elevated (30C),G4,55,19,N,EC
Y4940,Day0,0.12,120,4.78749174,NA,0.23331,NA,NA,S17,1,Sym,Control,Ambient (19C),Tray,81,22,N,SW
Y4940,Day1,NA,NA,NA,NA,NA,NA,NA,S17,1,Sym,Control,Ambient (19C),Tray,81,22,N,SW
Y4940,Day15,NA,NA,NA,NA,NA,NA,NA,S17,1,Sym,Control,Ambient (19C),Tray,81,22,N,SW
Y4940,Day22,0.119,119,4.77912349,0.18,0.29616,0.00515,-5.2687586,S17,1,Sym,Control,Ambient (19C),Tray,81,22,N,SW
Y4940,Day8,NA,NA,NA,NA,NA,NA,NA,S17,1,Sym,Control,Ambient (19C),Tray,81,22,N,SW
Y5,Day0,0.312,312,5.74300319,NA,0.5097,NA,NA,A9,8,Apo,NLF,Elevated (30C),H3,48,22,N,SW
Y5,Day1,NA,NA,NA,0.16,0.59895,NA,NA,A9,8,Apo,NLF,Elevated (30C),H3,48,22,N,SW
Y5,Day15,0.296,296,5.69035945,0.066,NA,0.01076,-4.5319197,A9,8,Apo,NLF,Elevated (30C),H3,48,22,N,SW
Y5,Day22,0.277,277,5.62401751,0.247,0.47291,0.00355,-5.6408077,A9,8,Apo,NLF,Elevated (30C),H3,48,22,N,SW
Y5,Day8,0.303,303,5.71373281,0.132,NA,0.04319,-3.1421463,A9,8,Apo,NLF,Elevated (30C),H3,48,22,N,SW
Y50,Day0,0.273,273,5.6094718,NA,0.22688,NA,NA,S9,8,Sym,NLF,Elevated (30C),H4,56,9,N,EC
Y50,Day1,NA,NA,NA,0.184,0.30381,NA,NA,S9,8,Sym,NLF,Elevated (30C),H4,56,9,N,EC
Y50,Day15,NA,NA,NA,NA,NA,NA,NA,S9,8,Sym,NLF,Elevated (30C),H4,56,9,N,EC
Y50,Day22,NA,NA,NA,NA,NA,NA,NA,S9,8,Sym,NLF,Elevated (30C),H4,56,9,N,EC
Y50,Day8,0.259,259,5.55682806,0.111,NA,0.02395,-3.731787,S9,8,Sym,NLF,Elevated (30C),H4,56,9,N,EC
Y51,Day0,0.103,103,4.63472899,NA,0.36649,NA,NA,S11,1,Sym,NLF,Elevated (30C),H4,56,22,N,SW
Y51,Day1,NA,NA,NA,0.255,0.41947,NA,NA,S11,1,Sym,NLF,Elevated (30C),H4,56,22,N,SW
Y51,Day15,0.096,96,4.56434819,0.141,NA,0.00638,-5.0545872,S11,1,Sym,NLF,Elevated (30C),H4,56,22,N,SW
Y51,Day22,0.097,97,4.57471098,0.454,0.37529,0.0046,-5.381699,S11,1,Sym,NLF,Elevated (30C),H4,56,22,N,SW
Y51,Day8,0.098,98,4.58496748,0.159,NA,0.00732,-4.917145,S11,1,Sym,NLF,Elevated (30C),H4,56,22,N,SW
Y517,Day0,0.452,452,6.11368218,NA,0.33363,NA,NA,A14,7,Apo,Control,Ambient (19C),Tray,78,22,N,NA
Y517,Day1,NA,NA,NA,NA,NA,NA,NA,A14,7,Apo,Control,Ambient (19C),Tray,78,22,N,NA
Y517,Day15,NA,NA,NA,NA,NA,NA,NA,A14,7,Apo,Control,Ambient (19C),Tray,78,22,N,NA
Y517,Day22,0.391,391,5.96870756,0.095,0.55195,NA,NA,A14,7,Apo,Control,Ambient (19C),Tray,78,22,N,NA
Y517,Day8,NA,NA,NA,NA,NA,NA,NA,A14,7,Apo,Control,Ambient (19C),Tray,78,22,N,NA
Y52,Day0,0.176,176,5.170484,NA,0.27066,NA,NA,S11,9,Sym,NLF,Elevated (30C),H4,56,18,N,EC
Y52,Day1,NA,NA,NA,0.175,0.42332,NA,NA,S11,9,Sym,NLF,Elevated (30C),H4,56,18,N,EC
Y52,Day15,0.186,186,5.22574667,0.047,NA,0.02434,-3.7156342,S11,9,Sym,NLF,Elevated (30C),H4,56,18,N,EC
Y52,Day22,NA,NA,NA,NA,NA,NA,NA,S11,9,Sym,NLF,Elevated (30C),H4,56,18,N,EC
Y52,Day8,0.166,166,5.11198779,0.258,NA,0.01249,-4.382827,S11,9,Sym,NLF,Elevated (30C),H4,56,18,N,EC
Y5281,Day0,0.204,204,5.31811999,NA,0.21086,NA,NA,S17,10,Sym,Control,Ambient (19C),Tray,82,22,N,EC
Y5281,Day1,NA,NA,NA,NA,NA,NA,NA,S17,10,Sym,Control,Ambient (19C),Tray,82,22,N,EC
Y5281,Day15,NA,NA,NA,NA,NA,NA,NA,S17,10,Sym,Control,Ambient (19C),Tray,82,22,N,EC
Y5281,Day22,0.194,194,5.26785816,0.4,0.32899,0.0936,-2.3687249,S17,10,Sym,Control,Ambient (19C),Tray,82,22,N,EC
Y5281,Day8,NA,NA,NA,NA,NA,NA,NA,S17,10,Sym,Control,Ambient (19C),Tray,82,22,N,EC
Y53,Day0,0.328,328,5.79301361,NA,0.33041,NA,NA,S12,5,Sym,NLF,Elevated (30C),H4,56,22,N,SW
Y53,Day1,NA,NA,NA,0.156,0.49837,NA,NA,S12,5,Sym,NLF,Elevated (30C),H4,56,22,N,SW
Y53,Day15,0.28,280,5.6347896,0.091,NA,0.02559,-3.6655536,S12,5,Sym,NLF,Elevated (30C),H4,56,22,N,SW
Y53,Day22,0.274,274,5.61312811,0.474,0.35342,0.00655,-5.0282902,S12,5,Sym,NLF,Elevated (30C),H4,56,22,N,SW
Y53,Day8,0.274,274,5.61312811,0.124,NA,0.00775,-4.8600624,S12,5,Sym,NLF,Elevated (30C),H4,56,22,N,SW
Y5354,Day0,0.159,159,5.0689042,NA,0.45748,NA,NA,A15,10,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y5354,Day1,NA,NA,NA,NA,NA,NA,NA,A15,10,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y5354,Day15,NA,NA,NA,NA,NA,NA,NA,A15,10,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y5354,Day22,0.152,152,5.02388052,0.105,0.59066,NA,NA,A15,10,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y5354,Day8,NA,NA,NA,NA,NA,NA,NA,A15,10,Apo,Control,Ambient (19C),Tray,80,22,N,NA
Y54,Day0,0.234,234,5.45532112,NA,0.35382,NA,NA,S13,4,Sym,NLF,Elevated (30C),H4,56,18,N,EC
Y54,Day1,NA,NA,NA,0.067,0.42708,NA,NA,S13,4,Sym,NLF,Elevated (30C),H4,56,18,N,EC
Y54,Day15,0.23,230,5.43807931,0.06,NA,0.01448,-4.2349869,S13,4,Sym,NLF,Elevated (30C),H4,56,18,N,EC
Y54,Day22,NA,NA,NA,NA,NA,NA,NA,S13,4,Sym,NLF,Elevated (30C),H4,56,18,N,EC
Y54,Day8,0.224,224,5.41164605,0.14,NA,0.01697,-4.0763082,S13,4,Sym,NLF,Elevated (30C),H4,56,18,N,EC
Y55,Day0,0.115,115,4.74493213,NA,0.42536,NA,NA,A12,1,Apo,PDS,Elevated (30C),A4,57,11,N,EC
Y55,Day1,NA,NA,NA,0.221,0.47632,NA,NA,A12,1,Apo,PDS,Elevated (30C),A4,57,11,N,EC
Y55,Day15,NA,NA,NA,NA,NA,NA,NA,A12,1,Apo,PDS,Elevated (30C),A4,57,11,N,EC
Y55,Day22,NA,NA,NA,NA,NA,NA,NA,A12,1,Apo,PDS,Elevated (30C),A4,57,11,N,EC
Y55,Day8,0.098,98,4.58496748,0.061,NA,0.0075,-4.8928523,A12,1,Apo,PDS,Elevated (30C),A4,57,11,N,EC
Y56,Day0,0.315,315,5.75257264,NA,0.31395,NA,NA,A25,2,Apo,PDS,Elevated (30C),A4,57,22,N,SW
Y56,Day1,NA,NA,NA,0.112,0.52737,NA,NA,A25,2,Apo,PDS,Elevated (30C),A4,57,22,N,SW
Y56,Day15,0.288,288,5.66296048,0.102,NA,0.00266,-5.9294292,A25,2,Apo,PDS,Elevated (30C),A4,57,22,N,SW
Y56,Day22,0.269,269,5.59471138,0.054,0.49841,0.00182,-6.3089188,A25,2,Apo,PDS,Elevated (30C),A4,57,22,N,SW
Y56,Day8,0.278,278,5.62762111,0.129,NA,0.00813,-4.8121944,A25,2,Apo,PDS,Elevated (30C),A4,57,22,N,SW
Y57,Day0,0.191,191,5.25227343,NA,0.43119,NA,NA,A12,17,Apo,PDS,Elevated (30C),A4,57,11,N,EC
Y57,Day1,NA,NA,NA,0.317,0.54502,NA,NA,A12,17,Apo,PDS,Elevated (30C),A4,57,11,N,EC
Y57,Day15,0.288,288,5.66296048,NA,NA,NA,NA,A12,17,Apo,PDS,Elevated (30C),A4,57,11,N,EC
Y57,Day22,NA,NA,NA,NA,NA,NA,NA,A12,17,Apo,PDS,Elevated (30C),A4,57,11,N,EC
Y57,Day8,0.177,177,5.17614973,0.272,NA,0.00619,-5.0848202,A12,17,Apo,PDS,Elevated (30C),A4,57,11,N,EC
Y5755,Day0,0.139,139,4.93447393,NA,0.41039,NA,NA,S18,6,Sym,Control,Ambient (19C),Tray,81,22,N,NA
Y5755,Day1,NA,NA,NA,NA,NA,NA,NA,S18,6,Sym,Control,Ambient (19C),Tray,81,22,N,NA
Y5755,Day15,NA,NA,NA,NA,NA,NA,NA,S18,6,Sym,Control,Ambient (19C),Tray,81,22,N,NA
Y5755,Day22,0.125,125,4.82831374,0.394,0.47705,NA,NA,S18,6,Sym,Control,Ambient (19C),Tray,81,22,N,NA
Y5755,Day8,NA,NA,NA,NA,NA,NA,NA,S18,6,Sym,Control,Ambient (19C),Tray,81,22,N,NA
Y58,Day0,0.211,211,5.35185813,NA,0.45335,NA,NA,A13,7,Apo,PDS,Elevated (30C),A4,57,22,N,SW
Y58,Day1,NA,NA,NA,0.1,0.67443,NA,NA,A13,7,Apo,PDS,Elevated (30C),A4,57,22,N,SW
Y58,Day15,0.187,187,5.23110862,0.149,NA,0.00478,-5.3433147,A13,7,Apo,PDS,Elevated (30C),A4,57,22,N,SW
Y58,Day22,0.183,183,5.20948615,0.057,0.51869,0.00358,-5.6323925,A13,7,Apo,PDS,Elevated (30C),A4,57,22,N,SW
Y58,Day8,0.191,191,5.25227343,0.235,NA,0.00922,-4.6863802,A13,7,Apo,PDS,Elevated (30C),A4,57,22,N,SW
Y59,Day0,0.164,164,5.09986643,NA,0.68402,NA,NA,A13,14,Apo,PDS,Elevated (30C),A4,57,22,N,EC
Y59,Day1,NA,NA,NA,0.058,0.62753,NA,NA,A13,14,Apo,PDS,Elevated (30C),A4,57,22,N,EC
Y59,Day15,0.145,145,4.97673374,0.432,NA,0.01076,-4.5319197,A13,14,Apo,PDS,Elevated (30C),A4,57,22,N,EC
Y59,Day22,0.148,148,4.99721227,0.212,0.62045,0.00744,-4.9008844,A13,14,Apo,PDS,Elevated (30C),A4,57,22,N,EC
Y59,Day8,0.158,158,5.06259503,0.306,NA,0.0176,-4.0398564,A13,14,Apo,PDS,Elevated (30C),A4,57,22,N,EC
Y60,Day0,0.152,152,5.02388052,NA,0.37883,NA,NA,A12,2,Apo,PLS,Elevated (30C),B4,58,22,N,EC
Y60,Day1,NA,NA,NA,0.267,0.35678,NA,NA,A12,2,Apo,PLS,Elevated (30C),B4,58,22,N,EC
Y60,Day15,0.131,131,4.87519732,0.178,NA,0.00266,-5.9294292,A12,2,Apo,PLS,Elevated (30C),B4,58,22,N,EC
Y60,Day22,0.133,133,4.89034913,0.241,0.39215,0.00881,-4.7318678,A12,2,Apo,PLS,Elevated (30C),B4,58,22,N,EC
Y60,Day8,0.151,151,5.01727984,0.288,NA,0.00524,-5.2514338,A12,2,Apo,PLS,Elevated (30C),B4,58,22,N,EC
Y615,Day0,0.26,260,5.56068163,NA,0.2058,NA,NA,S19,8,Sym,Control,Ambient (19C),Tray,85,22,N,EC
Y615,Day1,NA,NA,NA,NA,NA,NA,NA,S19,8,Sym,Control,Ambient (19C),Tray,85,22,N,EC
Y615,Day15,NA,NA,NA,NA,NA,NA,NA,S19,8,Sym,Control,Ambient (19C),Tray,85,22,N,EC
Y615,Day22,0.243,243,5.49306144,0.434,0.27043,0.07092,-2.6462028,S19,8,Sym,Control,Ambient (19C),Tray,85,22,N,EC
Y615,Day8,NA,NA,NA,NA,NA,NA,NA,S19,8,Sym,Control,Ambient (19C),Tray,85,22,N,EC
Y6172,Day0,0.28,280,5.6347896,NA,0.24896,NA,NA,S19,5,Sym,Control,Ambient (19C),Tray,82,22,N,SW
Y6172,Day1,NA,NA,NA,NA,NA,NA,NA,S19,5,Sym,Control,Ambient (19C),Tray,82,22,N,SW
Y6172,Day15,NA,NA,NA,NA,NA,NA,NA,S19,5,Sym,Control,Ambient (19C),Tray,82,22,N,SW
Y6172,Day22,0.275,275,5.6167711,0.404,0.3472,0.01002,-4.6031722,S19,5,Sym,Control,Ambient (19C),Tray,82,22,N,SW
Y6172,Day8,NA,NA,NA,NA,NA,NA,NA,S19,5,Sym,Control,Ambient (19C),Tray,82,22,N,SW
Y62,Day0,0.307,307,5.72684775,NA,0.41029,NA,NA,A12,10,Apo,PLS,Elevated (30C),B4,58,11,N,SW
Y62,Day1,NA,NA,NA,0.155,0.44205,NA,NA,A12,10,Apo,PLS,Elevated (30C),B4,58,11,N,SW
Y62,Day15,NA,NA,NA,NA,NA,NA,NA,A12,10,Apo,PLS,Elevated (30C),B4,58,11,N,SW
Y62,Day22,NA,NA,NA,NA,NA,NA,NA,A12,10,Apo,PLS,Elevated (30C),B4,58,11,N,SW
Y62,Day8,0.305,305,5.72031178,0.394,NA,0.03432,-3.372027,A12,10,Apo,PLS,Elevated (30C),B4,58,11,N,SW
Y63,Day0,0.269,269,5.59471138,NA,0.62102,NA,NA,A12,18,Apo,PLS,Elevated (30C),B4,58,11,N,EC
Y63,Day1,NA,NA,NA,0.124,0.49607,NA,NA,A12,18,Apo,PLS,Elevated (30C),B4,58,11,N,EC
Y63,Day15,NA,NA,NA,NA,NA,NA,NA,A12,18,Apo,PLS,Elevated (30C),B4,58,11,N,EC
Y63,Day22,NA,NA,NA,NA,NA,NA,NA,A12,18,Apo,PLS,Elevated (30C),B4,58,11,N,EC
Y63,Day8,0.27,270,5.59842196,0.282,NA,0.03454,-3.3656372,A12,18,Apo,PLS,Elevated (30C),B4,58,11,N,EC
Y6359,Day0,0.202,202,5.3082677,NA,0.29441,NA,NA,S18,7,Sym,Control,Ambient (19C),Tray,82,22,N,NA
Y6359,Day1,NA,NA,NA,NA,NA,NA,NA,S18,7,Sym,Control,Ambient (19C),Tray,82,22,N,NA
Y6359,Day15,NA,NA,NA,NA,NA,NA,NA,S18,7,Sym,Control,Ambient (19C),Tray,82,22,N,NA
Y6359,Day22,0.176,176,5.170484,0.429,0.44997,NA,NA,S18,7,Sym,Control,Ambient (19C),Tray,82,22,N,NA
Y6359,Day8,NA,NA,NA,NA,NA,NA,NA,S18,7,Sym,Control,Ambient (19C),Tray,82,22,N,NA
Y64,Day0,0.162,162,5.08759634,NA,0.55982,NA,NA,A13,8,Apo,PLS,Elevated (30C),B4,58,22,N,SW
Y64,Day1,NA,NA,NA,0.117,0.53657,NA,NA,A13,8,Apo,PLS,Elevated (30C),B4,58,22,N,SW
Y64,Day15,0.135,135,4.90527478,0.09,NA,0.00508,-5.282444,A13,8,Apo,PLS,Elevated (30C),B4,58,22,N,SW
Y64,Day22,0.131,131,4.87519732,0.095,0.5366,0.00555,-5.1939574,A13,8,Apo,PLS,Elevated (30C),B4,58,22,N,SW
Y64,Day8,0.16,160,5.07517382,0.1,NA,0.0245,-3.7090822,A13,8,Apo,PLS,Elevated (30C),B4,58,22,N,SW
Y65,Day0,0.123,123,4.81218436,NA,0.70353,NA,NA,A13,15,Apo,PLS,Elevated (30C),B4,58,22,N,EC
Y65,Day1,NA,NA,NA,0.217,0.615,NA,NA,A13,15,Apo,PLS,Elevated (30C),B4,58,22,N,EC
Y65,Day15,0.111,111,4.7095302,0.152,NA,0.00314,-5.7635325,A13,15,Apo,PLS,Elevated (30C),B4,58,22,N,EC
Y65,Day22,0.115,115,4.74493213,0.069,0.57967,0.01019,-4.5863484,A13,15,Apo,PLS,Elevated (30C),B4,58,22,N,EC
Y65,Day8,0.112,112,4.71849887,0.183,NA,0.0078,-4.8536315,A13,15,Apo,PLS,Elevated (30C),B4,58,22,N,EC
Y6599,Day0,0.215,215,5.37063803,NA,0.14198,NA,NA,S19,4,Sym,Control,Ambient (19C),Tray,81,22,N,SW
Y6599,Day1,NA,NA,NA,NA,NA,NA,NA,S19,4,Sym,Control,Ambient (19C),Tray,81,22,N,SW
Y6599,Day15,NA,NA,NA,NA,NA,NA,NA,S19,4,Sym,Control,Ambient (19C),Tray,81,22,N,SW
Y6599,Day22,0.212,212,5.35658627,0.451,0.26127,0.00559,-5.186776,S19,4,Sym,Control,Ambient (19C),Tray,81,22,N,SW
Y6599,Day8,NA,NA,NA,NA,NA,NA,NA,S19,4,Sym,Control,Ambient (19C),Tray,81,22,N,SW
Y6688,Day0,0.254,254,5.53733427,NA,0.2224,NA,NA,S17,5,Sym,Control,Ambient (19C),Tray,85,22,N,SW
Y6688,Day1,NA,NA,NA,NA,NA,NA,NA,S17,5,Sym,Control,Ambient (19C),Tray,85,22,N,SW
Y6688,Day15,NA,NA,NA,NA,NA,NA,NA,S17,5,Sym,Control,Ambient (19C),Tray,85,22,N,SW
Y6688,Day22,0.238,238,5.47227067,0.45,0.39273,0.00517,-5.2648826,S17,5,Sym,Control,Ambient (19C),Tray,85,22,N,SW
Y6688,Day8,NA,NA,NA,NA,NA,NA,NA,S17,5,Sym,Control,Ambient (19C),Tray,85,22,N,SW
Y67,Day0,0.173,173,5.15329159,NA,0.45933,NA,NA,A12,3,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y67,Day1,NA,NA,NA,0.267,0.46953,NA,NA,A12,3,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y67,Day15,0.157,157,5.05624581,0.298,NA,0.00342,-5.6781147,A12,3,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y67,Day22,0.153,153,5.03043792,0.251,0.421,0.00722,-4.9309003,A12,3,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y67,Day8,0.163,163,5.0937502,0.256,NA,0.0493,-3.0098312,A12,3,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y6758,Day0,0.309,309,5.73334128,NA,0.14836,NA,NA,S19,6,Sym,Control,Ambient (19C),Tray,83,22,N,SW
Y6758,Day1,NA,NA,NA,NA,NA,NA,NA,S19,6,Sym,Control,Ambient (19C),Tray,83,22,N,SW
Y6758,Day15,NA,NA,NA,NA,NA,NA,NA,S19,6,Sym,Control,Ambient (19C),Tray,83,22,N,SW
Y6758,Day22,0.288,288,5.66296048,0.396,0.30689,0.00532,-5.236282,S19,6,Sym,Control,Ambient (19C),Tray,83,22,N,SW
Y6758,Day8,NA,NA,NA,NA,NA,NA,NA,S19,6,Sym,Control,Ambient (19C),Tray,83,22,N,SW
Y6806,Day0,0.271,271,5.60211882,NA,0.37378,NA,NA,S18,2,Sym,Control,Ambient (19C),Tray,85,22,N,NA
Y6806,Day1,NA,NA,NA,NA,NA,NA,NA,S18,2,Sym,Control,Ambient (19C),Tray,85,22,N,NA
Y6806,Day15,NA,NA,NA,NA,NA,NA,NA,S18,2,Sym,Control,Ambient (19C),Tray,85,22,N,NA
Y6806,Day22,0.225,225,5.4161004,0.352,0.39268,NA,NA,S18,2,Sym,Control,Ambient (19C),Tray,85,22,N,NA
Y6806,Day8,NA,NA,NA,NA,NA,NA,NA,S18,2,Sym,Control,Ambient (19C),Tray,85,22,N,NA
Y6908,Day0,0.258,258,5.55295958,NA,0.41946,NA,NA,S18,8,Sym,Control,Ambient (19C),Tray,83,22,N,NA
Y6908,Day1,NA,NA,NA,NA,NA,NA,NA,S18,8,Sym,Control,Ambient (19C),Tray,83,22,N,NA
Y6908,Day15,NA,NA,NA,NA,NA,NA,NA,S18,8,Sym,Control,Ambient (19C),Tray,83,22,N,NA
Y6908,Day22,0.245,245,5.50125821,0.4,0.45866,NA,NA,S18,8,Sym,Control,Ambient (19C),Tray,83,22,N,NA
Y6908,Day8,NA,NA,NA,NA,NA,NA,NA,S18,8,Sym,Control,Ambient (19C),Tray,83,22,N,NA
Y7,Day0,0.394,394,5.97635091,NA,0.38226,NA,NA,A25,7,Apo,NLF,Elevated (30C),H3,48,4,N,NA
Y7,Day1,NA,NA,NA,0.22,0.375,NA,NA,A25,7,Apo,NLF,Elevated (30C),H3,48,4,N,NA
Y7,Day15,NA,NA,NA,NA,NA,NA,NA,A25,7,Apo,NLF,Elevated (30C),H3,48,4,N,NA
Y7,Day22,NA,NA,NA,NA,NA,NA,NA,A25,7,Apo,NLF,Elevated (30C),H3,48,4,N,NA
Y7,Day8,NA,NA,NA,NA,NA,NA,NA,A25,7,Apo,NLF,Elevated (30C),H3,48,4,N,NA
Y70,Day0,0.193,193,5.26269019,NA,0.61547,NA,NA,A12,11,Apo,NDS,Elevated (30C),C4,59,22,N,SW
Y70,Day1,NA,NA,NA,0.154,0.52967,NA,NA,A12,11,Apo,NDS,Elevated (30C),C4,59,22,N,SW
Y70,Day15,0.118,118,4.77068462,0.2,NA,0.00304,-5.7958978,A12,11,Apo,NDS,Elevated (30C),C4,59,22,N,SW
Y70,Day22,0.173,173,5.15329159,0.212,0.52041,0.00164,-6.413059,A12,11,Apo,NDS,Elevated (30C),C4,59,22,N,SW
Y70,Day8,0.184,184,5.21493576,0.32,NA,0.00263,-5.9407714,A12,11,Apo,NDS,Elevated (30C),C4,59,22,N,SW
Y7071,Day0,0.23,230,5.43807931,NA,0.42856,NA,NA,S17,3,Sym,Control,Ambient (19C),Tray,83,22,N,SW
Y7071,Day1,NA,NA,NA,NA,NA,NA,NA,S17,3,Sym,Control,Ambient (19C),Tray,83,22,N,SW
Y7071,Day15,NA,NA,NA,NA,NA,NA,NA,S17,3,Sym,Control,Ambient (19C),Tray,83,22,N,SW
Y7071,Day22,0.23,230,5.43807931,0.193,0.33358,0.0024,-6.0322865,S17,3,Sym,Control,Ambient (19C),Tray,83,22,N,SW
Y7071,Day8,NA,NA,NA,NA,NA,NA,NA,S17,3,Sym,Control,Ambient (19C),Tray,83,22,N,SW
Y71,Day0,0.213,213,5.36129217,NA,0.24268,NA,NA,A13,1,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y71,Day1,NA,NA,NA,0.099,0.5194,NA,NA,A13,1,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y71,Day15,0.182,182,5.20400669,0.2,NA,0.01985,-3.9195513,A13,1,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y71,Day22,0.178,178,5.18178355,0.133,0.46986,0.00801,-4.8270645,A13,1,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y71,Day8,0.198,198,5.28826703,0.133,NA,0.10715,-2.2335256,A13,1,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y72,Day0,0.149,149,5.00394631,NA,0.28384,NA,NA,A13,9,Apo,NDS,Elevated (30C),C4,59,22,N,SW
Y72,Day1,NA,NA,NA,0.143,0.43274,NA,NA,A13,9,Apo,NDS,Elevated (30C),C4,59,22,N,SW
Y72,Day15,0.118,118,4.77068462,0.25,NA,0.00354,-5.6436286,A13,9,Apo,NDS,Elevated (30C),C4,59,22,N,SW
Y72,Day22,0.108,108,4.68213123,0.129,0.46898,0.00354,-5.6436286,A13,9,Apo,NDS,Elevated (30C),C4,59,22,N,SW
Y72,Day8,0.126,126,4.83628191,0.261,NA,0.00226,-6.0923905,A13,9,Apo,NDS,Elevated (30C),C4,59,22,N,SW
Y73,Day0,0.265,265,5.57972983,NA,0.6277,NA,NA,A13,16,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y73,Day1,NA,NA,NA,0.079,0.64842,NA,NA,A13,16,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y73,Day15,0.245,245,5.50125821,0.329,NA,0.00742,-4.9035762,A13,16,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y73,Day22,0.232,232,5.44673737,0.247,0.57907,0.00841,-4.7783338,A13,16,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y73,Day8,0.265,265,5.57972983,0.172,NA,0.02705,-3.6100683,A13,16,Apo,NDS,Elevated (30C),C4,59,22,N,EC
Y7364,Day0,0.533,533,6.27852142,NA,0.17732,NA,NA,S19,14,Sym,Control,Ambient (19C),Tray,83,22,N,EC
Y7364,Day1,NA,NA,NA,NA,NA,NA,NA,S19,14,Sym,Control,Ambient (19C),Tray,83,22,N,EC
Y7364,Day15,NA,NA,NA,NA,NA,NA,NA,S19,14,Sym,Control,Ambient (19C),Tray,83,22,N,EC
Y7364,Day22,0.497,497,6.20859003,0.353,0.30404,0.06303,-2.7641445,S19,14,Sym,Control,Ambient (19C),Tray,83,22,N,EC
Y7364,Day8,NA,NA,NA,NA,NA,NA,NA,S19,14,Sym,Control,Ambient (19C),Tray,83,22,N,EC
Y74,Day0,0.159,159,5.0689042,NA,0.49492,NA,NA,A12,4,Apo,NLS,Elevated (30C),D4,60,22,N,EC
Y74,Day1,NA,NA,NA,0.16,0.5825,NA,NA,A12,4,Apo,NLS,Elevated (30C),D4,60,22,N,EC
Y74,Day15,0.162,162,5.08759634,0.193,NA,0.04294,-3.1479515,A12,4,Apo,NLS,Elevated (30C),D4,60,22,N,EC
Y74,Day22,0.151,151,5.01727984,0.304,0.4512,0.06911,-2.6720558,A12,4,Apo,NLS,Elevated (30C),D4,60,22,N,EC
Y74,Day8,0.154,154,5.0369526,0.202,NA,0.02111,-3.8580084,A12,4,Apo,NLS,Elevated (30C),D4,60,22,N,EC
Y7409,Day0,0.272,272,5.60580207,NA,0.23551,NA,NA,S17,11,Sym,Control,Ambient (19C),Tray,83,22,N,NA
Y7409,Day1,NA,NA,NA,NA,NA,NA,NA,S17,11,Sym,Control,Ambient (19C),Tray,83,22,N,NA
Y7409,Day15,NA,NA,NA,NA,NA,NA,NA,S17,11,Sym,Control,Ambient (19C),Tray,83,22,N,NA
Y7409,Day22,0.257,257,5.54907608,0.445,0.26159,NA,NA,S17,11,Sym,Control,Ambient (19C),Tray,83,22,N,NA
Y7409,Day8,NA,NA,NA,NA,NA,NA,NA,S17,11,Sym,Control,Ambient (19C),Tray,83,22,N,NA
Y75,Day0,0.191,191,5.25227343,NA,0.62443,NA,NA,A12,12,Apo,NLS,Elevated (30C),D4,60,22,N,SW
Y75,Day1,NA,NA,NA,0.099,0.61323,NA,NA,A12,12,Apo,NLS,Elevated (30C),D4,60,22,N,SW
Y75,Day15,0.144,144,4.9698133,0.206,NA,0.00293,-5.8327529,A12,12,Apo,NLS,Elevated (30C),D4,60,22,N,SW
Y75,Day22,0.138,138,4.92725369,0.26,0.58313,0.00398,-5.5264735,A12,12,Apo,NLS,Elevated (30C),D4,60,22,N,SW
Y75,Day8,0.154,154,5.0369526,0.253,NA,0.01357,-4.2998938,A12,12,Apo,NLS,Elevated (30C),D4,60,22,N,SW
Y76,Day0,0.163,163,5.0937502,NA,0.51238,NA,NA,A13,2,Apo,NLS,Elevated (30C),D4,60,22,N,EC
Y76,Day1,NA,NA,NA,0.072,0.63044,NA,NA,A13,2,Apo,NLS,Elevated (30C),D4,60,22,N,EC
Y76,Day15,0.185,185,5.22035583,0.181,NA,0.01931,-3.9471322,A13,2,Apo,NLS,Elevated (30C),D4,60,22,N,EC
