input.rate,converted.rate,volumetric,mass.specific,input.o2.unit,input.time.unit,output.unit,vial,B.TAG,Day,Sym.state,Bacteria,Treatment,Plastic,Light,Food,Temperature
-0.2213,-0.50249,-0.95474,-0.00672,%,min,umol/min/g,A3,G46,15,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.12564,-0.28528,-0.54202,-0.0063,%,min,umol/min/g,A4,G48,15,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.18423,-0.41832,-0.79481,-0.00363,%,min,umol/min/g,A5,B50,15,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.11958,-0.27151,-0.51587,-0.00419,%,min,umol/min/g,A6,W43,15,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.09015,-0.2047,-0.38892,-0.00447,%,min,umol/min/g,B2,W45,15,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.16029,-0.36395,-0.69151,-0.00386,%,min,umol/min/g,B3,W47,15,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.8963,-2.03515,-3.66326,-0.01081,%,min,umol/min/g,B4,Y41,15,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.63829,-1.44931,-2.60876,-0.01159,%,min,umol/min/g,B5,Y43,15,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.20793,-0.47212,-0.89703,-0.00879,%,min,umol/min/g,C2,G93,15,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.25251,-0.57336,-1.08938,-0.00707,%,min,umol/min/g,C3,G95,15,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.2322,-0.52724,-1.00176,-0.00503,%,min,umol/min/g,C4,G98,15,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.16028,-0.36394,-0.69148,-0.00322,%,min,umol/min/g,C5,W2,15,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.25171,-0.57153,-1.08591,-0.00414,%,min,umol/min/g,C6,W93,15,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.17812,-0.40445,-0.76845,-0.00651,%,min,umol/min/g,D2,W95,15,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.17812,-0.40445,-0.76845,-0.00293,%,min,umol/min/g,D3,Y92,15,apo,SW,PLF,Plastic,Light,Fed,Elevated
-1.1603,-2.70105,-4.86189,-0.0137,%,min,umol/min/g,A2,G44,22,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.21305,-0.49596,-0.94233,-0.00683,%,min,umol/min/g,A3,G46,22,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.13581,-0.31615,-0.60069,-0.00707,%,min,umol/min/g,A4,G48,22,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.20528,-0.47787,-0.90796,-0.00418,%,min,umol/min/g,A5,B50,22,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.23927,-0.55699,-1.05829,-0.00853,%,min,umol/min/g,A6,W43,22,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.16742,-0.38974,-0.74051,-0.00841,%,min,umol/min/g,B2,W45,22,sym,SW,PLF,Plastic,Light,Fed,Elevated
-5.71316,-13.2996,-23.9393,-0.07104,%,min,umol/min/g,B3,Y41,22,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.2232,-0.51959,-0.98723,-0.00443,%,min,umol/min/g,B4,Y43,22,sym,SW,PLF,Plastic,Light,Fed,Elevated
-0.22822,-0.53127,-1.00941,-0.0116,%,min,umol/min/g,C2,G93,22,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.17162,-0.39951,-0.75907,-0.00509,%,min,umol/min/g,C3,G95,22,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.25248,-0.58775,-1.11673,-0.00558,%,min,umol/min/g,C4,G98,22,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.27019,-0.62897,-1.19505,-0.00572,%,min,umol/min/g,C5,W2,22,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.21282,-0.49542,-0.94131,-0.00357,%,min,umol/min/g,C6,W93,22,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.21232,-0.49425,-0.93908,-0.00817,%,min,umol/min/g,D2,W95,22,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.21232,-0.49425,-0.93908,-0.00371,%,min,umol/min/g,D3,Y92,22,apo,SW,PLF,Plastic,Light,Fed,Elevated
-0.20722,-0.48239,-0.91654,-0.00456,%,min,umol/min/g,A2,G45,22,sym,EC,PLF,Plastic,Light,Fed,Elevated
-1.50946,-3.51385,-6.32493,-0.02034,%,min,umol/min/g,A3,G47,22,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.30728,-0.71532,-1.35911,-0.00906,%,min,umol/min/g,A4,B47,22,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.55089,-1.28241,-2.43659,-0.01919,%,min,umol/min/g,A5,B49,22,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.79176,-1.84312,-3.50194,-0.02366,%,min,umol/min/g,A6,W44,22,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.33474,-0.77923,-1.48054,-0.00892,%,min,umol/min/g,B2,W46,22,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.84161,-1.95918,-3.72245,-0.02585,%,min,umol/min/g,B3,Y42,22,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.51639,-1.2021,-2.284,-0.01919,%,min,umol/min/g,B4,Y44,22,sym,EC,PLF,Plastic,Light,Fed,Elevated
-0.91171,-2.12237,-4.0325,-0.02459,%,min,umol/min/g,C2,G97,22,apo,EC,PLF,Plastic,Light,Fed,Elevated
-0.1994,-0.46418,-0.88194,-0.00817,%,min,umol/min/g,C3,W92,22,apo,EC,PLF,Plastic,Light,Fed,Elevated
-0.18182,-0.42325,-0.80418,-0.01363,%,min,umol/min/g,C4,W94,22,apo,EC,PLF,Plastic,Light,Fed,Elevated
-5.27517,-12.28,-23.3321,-0.15659,%,min,umol/min/g,C5,Y88,22,apo,EC,PLF,Plastic,Light,Fed,Elevated
-2.81034,-6.54216,-12.4301,-0.04972,%,min,umol/min/g,C6,Y93,22,apo,EC,PLF,Plastic,Light,Fed,Elevated
-4.20253,-9.69792,-18.426,-0.05868,%,min,umol/min/g,A2,G49,8,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.47393,-1.09367,-2.07797,-0.01574,%,min,umol/min/g,A3,G51,8,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.15578,-0.35949,-0.68302,-0.00517,%,min,umol/min/g,A4,G53,8,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.15286,-0.35274,-0.6702,-0.00275,%,min,umol/min/g,A5,B53,8,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.2817,-0.65006,-1.23512,-0.0095,%,min,umol/min/g,A6,B55,8,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.15334,-0.35385,-0.67231,-0.00764,%,min,umol/min/g,B2,W48,8,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.16751,-0.38656,-0.73447,-0.00348,%,min,umol/min/g,B3,W50,8,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.12046,-0.27799,-0.52817,-0.0026,%,min,umol/min/g,B4,W52,8,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.09625,-0.2221,-0.422,-0.00153,%,min,umol/min/g,B5,Y46,8,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.34619,-0.79889,-1.51789,-0.00566,%,min,umol/min/g,B6,Y48,8,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.07237,-0.16701,-0.31732,-0.00223,%,min,umol/min/g,C2,B7,8,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.16202,-0.37388,-0.71038,-0.00483,%,min,umol/min/g,C3,B10,8,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.29779,-0.6872,-1.30568,-0.00631,%,min,umol/min/g,C4,B12,8,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.35297,-0.81452,-1.54759,-0.00569,%,min,umol/min/g,C5,O7681,8,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.24068,-0.55541,-1.05528,-0.00503,%,min,umol/min/g,C6,O9174,8,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.17445,-0.40257,-0.76488,-0.00286,%,min,umol/min/g,D2,W98,8,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.17445,-0.40257,-0.76488,-0.0051,%,min,umol/min/g,D3,Y2,8,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.31626,-0.72981,-1.38664,-0.00492,%,min,umol/min/g,D4,Y4,8,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.58202,-1.3431,-2.41758,-0.00753,%,min,umol/min/g,D5,Y97,8,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.16121,-0.37129,-0.70546,-0.00238,%,min,umol/min/g,A2,G49,15,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.14591,-0.33607,-0.63853,-0.00276,%,min,umol/min/g,A5,B53,15,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.14996,-0.3454,-0.65626,-0.00525,%,min,umol/min/g,A6,B55,15,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.07834,-0.18043,-0.34282,-0.00418,%,min,umol/min/g,B2,W48,15,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.03191,-0.07349,-0.13963,-0.00092,%,min,umol/min/g,B4,W52,15,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.13665,-0.31473,-0.59798,-0.00223,%,min,umol/min/g,B5,Y48,15,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.03055,-0.07036,-0.13369,-0.00108,%,min,umol/min/g,C2,B7,15,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.1722,-0.39661,-0.75356,-0.00436,%,min,umol/min/g,C3,B12,15,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.20729,-0.47744,-0.90713,-0.00398,%,min,umol/min/g,C4,O7681,15,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.13433,-0.3094,-0.58786,-0.00297,%,min,umol/min/g,C5,O9174,15,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.15125,-0.34836,-0.66189,-0.00525,%,min,umol/min/g,D2,Y2,15,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.4346,-1.00097,-1.80175,-0.00519,%,min,umol/min/g,A2,G50,15,sym,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.18729,-0.43138,-0.81962,-0.00494,%,min,umol/min/g,A3,G52,15,sym,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.15167,-0.34932,-0.66372,-0.00507,%,min,umol/min/g,A4,B52,15,sym,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.21666,-0.49903,-0.94816,-0.00804,%,min,umol/min/g,A5,B56,15,sym,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.83517,-1.9236,-3.65483,-0.03692,%,min,umol/min/g,A6,W49,15,sym,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.29724,-0.68462,-1.30078,-0.00453,%,min,umol/min/g,B2,W51,15,sym,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.42267,-0.97351,-1.84967,-0.01434,%,min,umol/min/g,B3,Y47,15,sym,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.12244,-0.28201,-0.53581,-0.00353,%,min,umol/min/g,B4,Y49,15,sym,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.36391,-0.83818,-1.59254,-0.00567,%,min,umol/min/g,C2,B11,15,apo,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.88044,-2.02786,-3.85293,-0.02253,%,min,umol/min/g,C3,O7096,15,apo,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.12028,-0.27704,-0.52638,-0.00458,%,min,umol/min/g,C4,O7398,15,apo,EC,NDF,NoPlastic,Dark,Fed,Elevated
-2.59035,-5.96619,-11.3358,-0.05843,%,min,umol/min/g,C5,Y1,15,apo,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.28205,-0.64963,-1.23429,-0.00781,%,min,umol/min/g,C6,Y3,15,apo,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.04637,-0.10638,-0.20213,-0.00277,%,min,umol/min/g,A2,W48,22,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.03845,-0.08822,-0.16762,-0.00114,%,min,umol/min/g,A3,W52,22,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.08412,-0.193,-0.36671,-0.00139,%,min,umol/min/g,A4,Y48,22,sym,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.06154,-0.14119,-0.26826,-0.00237,%,min,umol/min/g,A5,B7,22,apo,SW,NDF,NoPlastic,Dark,Fed,Elevated
-0.1781,-0.40862,-0.77638,-0.00485,%,min,umol/min/g,C2,G52,22,sym,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.9362,-2.14797,-4.08114,-0.01447,%,min,umol/min/g,C3,W51,22,sym,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.01831,-0.04201,-0.07981,-0.00075,%,min,umol/min/g,C4,O7398,22,apo,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.1566,-0.35929,-0.68264,-0.00363,%,min,umol/min/g,C5,Y1,22,apo,EC,NDF,NoPlastic,Dark,Fed,Elevated
-0.50648,-1.14984,-2.1847,-0.00867,%,min,umol/min/g,A2,G55,8,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.20423,-0.46366,-0.88096,-0.00753,%,min,umol/min/g,A3,G57,8,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-1.58222,-3.59209,-6.82498,-0.03555,%,min,umol/min/g,A4,B57,8,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.33582,-0.76241,-1.44858,-0.00935,%,min,umol/min/g,A5,B59,8,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.1618,-0.36732,-0.69791,-0.00956,%,min,umol/min/g,A6,B62,8,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-2.03906,-4.62924,-8.79557,-0.06108,%,min,umol/min/g,B2,W54,8,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-2.17209,-4.93126,-9.36939,-0.0337,%,min,umol/min/g,B3,W56,8,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-1.43796,-3.26458,-6.2027,-0.02395,%,min,umol/min/g,B4,Y50,8,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.4806,-1.0911,-2.0731,-0.01249,%,min,umol/min/g,B5,Y52,8,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.88141,-2.00105,-3.802,-0.01697,%,min,umol/min/g,B6,Y54,8,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-2.17229,-4.93171,-9.37025,-0.09761,%,min,umol/min/g,C2,B23,8,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.19571,-0.44431,-0.84418,-0.01141,%,min,umol/min/g,C3,B25,8,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.279,-0.63341,-1.20347,-0.01228,%,min,umol/min/g,C4,W10,8,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.25304,-0.57447,-1.09149,-0.00887,%,min,umol/min/g,C5,W13,8,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.19976,-0.4535,-0.86166,-0.00663,%,min,umol/min/g,C6,Y8,8,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.62983,-1.42989,-2.71679,-0.01485,%,min,umol/min/g,D2,Y11,8,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.62983,-1.42989,-2.71679,-0.01677,%,min,umol/min/g,D3,O29,8,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-1.43586,-3.25981,-6.19363,-0.02204,%,min,umol/min/g,D4,O31,8,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.33318,-0.75641,-1.43718,-0.0058,%,min,umol/min/g,A2,G54,8,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.09512,-0.21596,-0.41032,-0.00192,%,min,umol/min/g,A3,G56,8,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.19455,-0.44167,-0.83918,-0.00413,%,min,umol/min/g,A4,G58,8,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.12482,-0.28338,-0.53843,-0.00641,%,min,umol/min/g,A5,B58,8,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.226,-0.51309,-0.97488,-0.00739,%,min,umol/min/g,A6,B60,8,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.20979,-0.47628,-0.90494,-0.00459,%,min,umol/min/g,B2,W53,8,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.37877,-0.85991,-1.63383,-0.00601,%,min,umol/min/g,B3,W55,8,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-1.83725,-4.17107,-7.92502,-0.03209,%,min,umol/min/g,B4,W57,8,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.16626,-0.37745,-0.71715,-0.00732,%,min,umol/min/g,B5,Y51,8,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.44387,-1.00771,-1.91466,-0.00775,%,min,umol/min/g,B6,Y53,8,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.17852,-0.4053,-0.77007,-0.00562,%,min,umol/min/g,C2,B22,8,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.31031,-0.7045,-1.33855,-0.00628,%,min,umol/min/g,C3,B24,8,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.60888,-1.38233,-2.62642,-0.00903,%,min,umol/min/g,C4,B26,8,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.11723,-0.26615,-0.50569,-0.00712,%,min,umol/min/g,C5,W11,8,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.20715,-0.4703,-0.89357,-0.00449,%,min,umol/min/g,C6,W14,8,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-3.03382,-6.88763,-13.0865,-0.04319,%,min,umol/min/g,D2,Y5,8,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-3.03382,-6.88763,-13.0865,-0.14541,%,min,umol/min/g,D3,Y10,8,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.21726,-0.49324,-0.88784,-0.00224,%,min,umol/min/g,D4,O27,8,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.23119,-0.52488,-0.99727,-0.00643,%,min,umol/min/g,D5,O30,8,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-1.52335,-3.48465,-6.62083,-0.02702,%,min,umol/min/g,A2,G55,15,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.82007,-1.8759,-3.56421,-0.02806,%,min,umol/min/g,A3,G57,15,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.50774,-1.16145,-2.20676,-0.0112,%,min,umol/min/g,A4,B57,15,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-2.50324,-5.72615,-10.8797,-0.06476,%,min,umol/min/g,A5,B59,15,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.13915,-0.31831,-0.60478,-0.00785,%,min,umol/min/g,A6,B62,15,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.40782,-0.93289,-1.77248,-0.01108,%,min,umol/min/g,B2,W54,15,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-1.15577,-2.64382,-5.02326,-0.02001,%,min,umol/min/g,B3,W56,15,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-1.04158,-2.3826,-4.52695,-0.02434,%,min,umol/min/g,B4,Y52,15,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.76607,-1.75239,-3.32954,-0.01448,%,min,umol/min/g,B5,Y54,15,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.22008,-0.50343,-0.95653,-0.00976,%,min,umol/min/g,C2,B23,15,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.1831,-0.41883,-0.79578,-0.01007,%,min,umol/min/g,C3,B25,15,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.30359,-0.69446,-1.31947,-0.01157,%,min,umol/min/g,C4,W10,15,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.31577,-0.72233,-1.37243,-0.01032,%,min,umol/min/g,C5,W13,15,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.41316,-0.9451,-1.79569,-0.01414,%,min,umol/min/g,C6,Y8,15,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.44502,-1.01798,-1.93416,-0.00953,%,min,umol/min/g,D2,Y11,15,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.44502,-1.01798,-1.93416,-0.01081,%,min,umol/min/g,D3,O29,15,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.48069,-1.09957,-2.08918,-0.00842,%,min,umol/min/g,A2,G54,15,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.33846,-0.77422,-1.47101,-0.0064,%,min,umol/min/g,A3,G56,15,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.24317,-0.55624,-1.05686,-0.00492,%,min,umol/min/g,A4,G58,15,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.1098,-0.25118,-0.47724,-0.00561,%,min,umol/min/g,A5,B58,15,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.16621,-0.38021,-0.7224,-0.00258,%,min,umol/min/g,A6,B60,15,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.23811,-0.54468,-1.03489,-0.00523,%,min,umol/min/g,B2,W53,15,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.39114,-0.89474,-1.70001,-0.00603,%,min,umol/min/g,B3,W55,15,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.15717,-0.35953,-0.6831,-0.0027,%,min,umol/min/g,B4,W57,15,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.14087,-0.32225,-0.61227,-0.00638,%,min,umol/min/g,B5,Y51,15,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-1.64883,-3.7717,-7.16623,-0.02559,%,min,umol/min/g,B6,Y53,15,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.22249,-0.50894,-0.96699,-0.00601,%,min,umol/min/g,C2,B22,15,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.2399,-0.54877,-1.04267,-0.00487,%,min,umol/min/g,C3,B24,15,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.43797,-1.00184,-1.9035,-0.00628,%,min,umol/min/g,C4,B26,15,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.12956,-0.29638,-0.56311,-0.00287,%,min,umol/min/g,C5,W14,15,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.73306,-1.67687,-3.18605,-0.01076,%,min,umol/min/g,C6,Y5,15,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.35826,-0.81952,-1.47513,-0.00349,%,min,umol/min/g,D2,O27,15,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.59229,-1.30145,-2.47275,-0.00966,%,min,umol/min/g,A2,G55,22,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.40443,-0.88865,-1.68844,-0.0087,%,min,umol/min/g,A3,B57,22,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-6.06203,-13.3201,-25.3081,-0.14887,%,min,umol/min/g,A4,B59,22,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.13542,-0.29755,-0.56535,-0.00785,%,min,umol/min/g,A5,B62,22,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-1.06853,-2.34789,-4.46098,-0.02954,%,min,umol/min/g,A6,W54,22,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.71127,-1.56287,-2.96946,-0.01193,%,min,umol/min/g,B2,W56,22,sym,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.14993,-0.32945,-0.62596,-0.00857,%,min,umol/min/g,C2,B25,22,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.47926,-1.05309,-2.00086,-0.01601,%,min,umol/min/g,C3,W13,22,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.67817,-1.49014,-2.83127,-0.02195,%,min,umol/min/g,C4,Y8,22,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.59186,-1.3005,-2.47095,-0.01155,%,min,umol/min/g,C5,Y11,22,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.27675,-0.60809,-1.15538,-0.00653,%,min,umol/min/g,C6,O29,22,apo,EC,NLF,NoPlastic,Light,Fed,Elevated
-0.37764,-0.82979,-1.5766,-0.00623,%,min,umol/min/g,A2,G54,22,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.27397,-0.602,-1.14379,-0.00553,%,min,umol/min/g,A3,G56,22,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.51175,-1.12447,-2.1365,-0.00985,%,min,umol/min/g,A4,G58,22,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.07501,-0.16482,-0.31316,-0.00429,%,min,umol/min/g,A5,B58,22,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.23816,-0.52331,-0.99429,-0.0071,%,min,umol/min/g,A6,B60,22,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.47143,-1.03588,-1.96817,-0.00989,%,min,umol/min/g,B2,W53,22,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.39201,-0.86136,-1.63659,-0.00564,%,min,umol/min/g,B3,W55,22,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.30467,-0.66946,-1.27197,-0.00503,%,min,umol/min/g,B4,W57,22,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.10696,-0.23501,-0.44653,-0.0046,%,min,umol/min/g,B5,Y51,22,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.43791,-0.96223,-1.82823,-0.00655,%,min,umol/min/g,B6,Y53,22,sym,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.20529,-0.45109,-0.85707,-0.00608,%,min,umol/min/g,C2,B22,22,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.25333,-0.55664,-1.05761,-0.00534,%,min,umol/min/g,C3,B24,22,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.61322,-1.34742,-2.5601,-0.00856,%,min,umol/min/g,C4,B26,22,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-0.23573,-0.51798,-0.98416,-0.00355,%,min,umol/min/g,C5,Y5,22,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-2.6202,-5.75736,-10.3633,-0.02497,%,min,umol/min/g,C6,O27,22,apo,SW,NLF,NoPlastic,Light,Fed,Elevated
-1.00618,-2.15568,-3.88022,-0.01075,%,min,umol/min/g,A2,O79,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-2.62507,-5.62408,-10.6858,-0.07579,%,min,umol/min/g,A3,B6947,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-0.31958,-0.68468,-1.30088,-0.0085,%,min,umol/min/g,A4,O83,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
-2.64519,-5.66717,-10.7676,-0.04033,%,min,umol/min/g,A5,G9116,22,apo,EC,Control,NoPlastic,Light,Fed,Ambient
